permit_no;date;address;type;work;entity;start;end;lnblock
 29718;05/27/2015;673-675 N Martin Luther King Blvd;Annual General Permit;Add/Change Equipment;Columbia Gas;05/15/2015;05/26/2015;No
 29719;05/27/2015;161 Arceme Ave;Installation;Repair;Columbia Gas;05/18/2015;06/08/2015;No
 29720;05/27/2015;303 E Sixth St;Street Cut;Repair;Columbia Gas;06/17/2015;07/08/2015;No
 29721;05/27/2015;122 N Broadway Park;Annual General Permit;Repair;Columbia Gas;06/01/2015;06/22/2015;No
 29722;05/27/2015;3155 Beaumont Centre Cir;Installation;New Construction;Columbia Gas;05/27/2015;06/17/2015;No
 29723;05/27/2015;1429 Village Dr;Street Cut;Repair;Columbia Gas;05/29/2015;06/19/2015;Yes
 29724;05/27/2015;651 N Martin Luther King Blvd;Street Cut;Repair;Columbia Gas;05/29/2015;06/19/2015;Yes
 29725;05/27/2015;415 N Martin Luther King Blvd;Street Cut;Repair;Columbia Gas;06/22/2015;07/13/2015;No
 29726;05/27/2015;617 Maple Ave;Street Cut;Repair;Columbia Gas;06/18/2015;07/09/2015;Yes
 29727;05/27/2015;209 Blue Grass Ave;Street Cut;Repair;Columbia Gas;06/22/2015;07/13/2015;No
 29728;05/27/2015;3544 Bold Bidder Dr;Installation;Maintenance;Kentucky American Water;05/19/2015;06/09/2015;No
 29691;05/26/2015;836 Euclid Ave;Street Cut;Maintenance;Kentucky American Water;05/14/2015;06/04/2015;Yes
 29692;05/26/2015;801 Enterprise Dr;Installation;Maintenance;Time Warner Cable, Inc.;05/15/2015;06/05/2015;No
 29690;05/26/2015;Lafayette Pkwy;Installation;New Construction;Columbia Gas;05/25/2015;06/15/2015;No
 29689;05/26/2015;3280 Versailles Rd;Annual General Permit;New Construction;Windstream Communications;05/18/2015;07/17/2015;No
 29663;05/20/2015;2420 Richmond Rd;Installation;Maintenance;Windstream Communications;05/25/2015;06/15/2015;No
 29664;05/20/2015;2600 Gribbin Dr;Installation;New Construction;Columbia Gas;05/25/2015;06/15/2015;No
 29665;05/20/2015;Chilesburg Rd;Annual General Permit;New Construction;Time Warner Cable, Inc.;05/20/2015;06/10/2015;No
 29666;05/20/2015;2220 Pierson Dr;Installation;Maintenance;Kentucky American Water;05/13/2015;06/03/2015;No
 29667;05/20/2015;673 Rosewood Dr;Annual General Permit;Repair;Columbia Gas;05/12/2015;05/19/2015;No
 29668;05/20/2015;1951 Greenleaf Dr;Annual General Permit;Repair;Columbia Gas;05/12/2015;05/19/2015;No
 29669;05/20/2015;525 Dover Rd;Installation;Repair;Columbia Gas;05/12/2015;05/19/2015;No
 29662;05/20/2015;1120 Kilrush Dr;Installation;Maintenance;Kentucky American Water;05/12/2015;06/02/2015;No
 29652;05/20/2015;4121-4232 Needlerush Dr;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29653;05/20/2015;4217-4265 Starrush Pl;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29670;05/20/2015;677 Bishop Dr;Installation;Repair;Columbia Gas;05/13/2015;05/19/2015;No
 29671;05/20/2015;522 Parkside Dr;Annual General Permit;Repair;Columbia Gas;05/13/2015;05/19/2015;No
 29672;05/20/2015;2008 Haddrell Cv;Annual General Permit;New Construction;Columbia Gas;05/27/2015;06/17/2015;No
 29673;05/20/2015;1212 Autumn Ridge Dr;Annual General Permit;New Construction;Columbia Gas;05/27/2015;06/17/2015;No
 29674;05/20/2015;1833 Goodpaster Way;Annual General Permit;New Construction;Columbia Gas;05/27/2015;06/17/2015;No
 29675;05/20/2015;959 Highland Park Dr;Installation;Repair;Columbia Gas;05/13/2015;06/03/2015;No
 29676;05/20/2015;3333, 3337 Lawson Ln;Installation;New Construction;Columbia Gas;05/27/2015;06/17/2015;No
 29677;05/20/2015;624 Shaftsbury Rd;Street Cut;New Construction;Columbia Gas;06/09/2015;06/30/2015;Yes
 29678;05/20/2015;Cramer Ave;Street Cut;Add/Change Equipment;Kentucky American Water;05/24/2015;06/14/2015;Yes
 29679;05/20/2015;4817 Wesley Ct;Installation;Add/Change Equipment;Kentucky American Water;05/24/2015;06/14/2015;No
 29680;05/20/2015;531 Freeman Dr;Annual General Permit;Repair;Columbia Gas;05/14/2015;05/19/2015;No
 29681;05/20/2015;579 Freeman Dr;Annual General Permit;Repair;Columbia Gas;05/14/2015;05/19/2015;No
 29682;05/20/2015;566 Freeman Dr;Installation;Repair;Columbia Gas;05/14/2015;05/19/2015;No
 29683;05/20/2015;1324 Prather Rd;Installation;Maintenance;Columbia Gas;05/12/2015;06/02/2015;No
 29684;05/20/2015;1843 Arundel Dr;Installation;Repair;Columbia Gas;05/13/2015;06/03/2015;No
 29685;05/20/2015;1037 Industry Rd;Street Cut;Repair;Columbia Gas;05/13/2015;06/03/2015;Yes
 29686;05/20/2015;238 Eastern Ave;Street Cut;Repair;Columbia Gas;05/14/2015;05/19/2015;Yes
 29654;05/20/2015;1105, 1117 Jouett Creek Dr;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29655;05/20/2015;608 Spadeleaf Park;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29656;05/20/2015;829-1026 Sugarbush Trl;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29657;05/20/2015;Downy Park;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29658;05/20/2015;220-260 Ellerslie Park Blvd;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29659;05/20/2015;217-280 Somersly Pl;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29660;05/20/2015;3861-3889 Leighton Ln;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29661;05/20/2015;4152-4188 Sperling Dr;Installation;New Construction;Kentucky Utilities;06/05/2015;09/04/2015;No
 29687;05/20/2015;400 W Fourth St;Street Cut;Add/Change Equipment;Kentucky American Water;05/27/2015;06/17/2015;Yes
 29688;05/19/2015;1834 Mcdonald Ave;Installation;Maintenance;Contractor;05/19/2015;05/20/2015;No
 29651;05/18/2015;326 S Martin Luther King Blvd;Street Cut;New Construction;Contractor;05/25/2015;06/12/2015;Yes
 29630;05/15/2015;Eastin Rd;Street Cut;New Construction;Columbia Gas;05/18/2015;06/08/2015;Yes
 29631;05/15/2015;773 Wilderness Rd;Annual General Permit;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29632;05/15/2015;853 Burkewood Dr;Annual General Permit;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29633;05/15/2015;2297 Executive Dr;Installation;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29634;05/15/2015;;Street Cut;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;Yes
 29635;05/15/2015;1600 Cantrill Ct;Annual General Permit;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29636;05/15/2015;1600 Gayle Dr;Street Cut;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29637;05/15/2015;1702 Ft Sumter Dr;Annual General Permit;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29638;05/15/2015;1622 Auburn Dr;Annual General Permit;Maintenance;Kentucky American Water;05/21/2015;06/11/2015;No
 29639;05/15/2015;1940 Eastland Pkwy;Installation;Maintenance;Kentucky American Water;05/21/2015;06/21/2015;No
 29640;05/15/2015;2351 Huguenard Dr;Installation;Maintenance;Time Warner Cable, Inc.;05/15/2015;06/05/2015;No
 29641;05/15/2015;2399 Richmond Rd;Street Cut;Add/Change Equipment;LFUCG-San Sewers (Water Quality);06/15/2015;08/07/2015;Yes
 29642;05/15/2015;611-650 Bellaire Ave;Street Cut;New Construction;Columbia Gas;05/22/2015;06/12/2015;Yes
 29643;05/15/2015;Bellaire Ave;Street Cut;New Construction;Columbia Gas;05/22/2015;06/12/2015;Yes
 29645;05/15/2015;406 Northside Dr;Annual General Permit;Repair;Columbia Gas;05/11/2015;06/01/2015;No
 29644;05/15/2015;N Broadway Park;Annual General Permit;Repair;Columbia Gas;05/08/2015;05/29/2015;No
 29646;05/15/2015;405 Anniston Dr;Installation;Repair;Columbia Gas;05/11/2015;05/14/2015;No
 29647;05/15/2015;483 Anniston Dr;Annual General Permit;Repair;Columbia Gas;05/11/2015;05/14/2015;No
 29648;05/15/2015;421 Ohio St;Installation;Repair;Columbia Gas;05/08/2015;05/29/2015;No
 29649;05/15/2015;Ransom Ave;Street Cut;Repair;Columbia Gas;05/07/2015;05/28/2015;Yes
 29650;05/15/2015;408 Pyke Rd;Street Cut;Maintenance;Columbia Gas;05/08/2015;05/29/2015;Yes
 29628;05/15/2015;104 Blue Grass Ave;Street Cut;Maintenance;Kentucky American Water;05/08/2015;05/29/2015;Yes
 29629;05/15/2015;3377 Carriage Ln;Installation;Maintenance;Kentucky American Water;05/08/2015;05/29/2015;No
 29610;05/15/2015;273 Lafayette Pkwy;Installation;Add/Change Equipment;Kentucky Utilities;05/15/2015;06/30/2015;No
 29611;05/15/2015;916 N Broadway;Annual General Permit;New Construction;Kentucky Utilities;05/18/2015;06/30/2015;Yes
 29612;05/15/2015;914 Village Green Ave;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29613;05/15/2015;928 Village Green Ave;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29614;05/15/2015;980 Village Green Ave;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29615;05/15/2015;988 Village Green Ave;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29616;05/15/2015;2480 Franks Way;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29617;05/15/2015;970 Village Green Ave;Annual General Permit;Maintenance;Kentucky American Water;05/17/2015;06/07/2015;No
 29618;05/15/2015;N Forbes Rd;Street Cut;Repair;Columbia Gas;05/07/2015;05/28/2015;Yes
 29619;05/15/2015;452 Smith St;Street Cut;Repair;Columbia Gas;05/07/2015;05/28/2015;Yes
 29620;05/15/2015;201 N Mill St;Street Cut;Maintenance;Kentucky American Water;05/11/2015;06/01/2015;Yes
 29621;05/15/2015;596 Emery Ct;Installation;Repair;Columbia Gas;06/04/2015;06/25/2015;No
 29622;05/15/2015;2003 Liberty Rd;Installation;Repair;Columbia Gas;05/22/2015;06/12/2015;No
 29623;05/15/2015;1610 Anniston Dr;Installation;Repair;Columbia Gas;05/27/2015;06/17/2015;No
 29624;05/15/2015;596, 597 Hi Crest Dr;Installation;Repair;Columbia Gas;05/19/2015;06/09/2015;No
 29625;05/15/2015;1801 Gayle Dr;Installation;Repair;Columbia Gas;05/21/2015;06/11/2015;No
 29626;05/15/2015;Man O War Blvd;Annual General Permit;Repair;Columbia Gas;05/22/2015;06/12/2015;No
 29627;05/15/2015;1115 Manchester St;Installation;Maintenance;Kentucky American Water;05/08/2015;05/29/2015;No
 29600;05/11/2015;511-519 Smith St;Street Cut;New Construction;Kentucky American Water;05/17/2015;06/07/2015;Yes
 29609;05/11/2015;1905 Oxford Cir;Installation;Add/Change Equipment;Kentucky American Water;05/17/2015;06/07/2015;No
 29598;05/11/2015;614 Stonehaven Dr;Annual General Permit;Repair;Columbia Gas;05/06/2015;05/08/2015;No
 29608;05/11/2015;2121 Palomar Trace Dr;Installation;Repair;Columbia Gas;05/06/2015;05/27/2015;No
 29599;05/11/2015;419, 421 Michigan St;Installation;Repair;Columbia Gas;05/06/2015;05/27/2015;No
 29601;05/11/2015;3305 Oaklyn Ct;Installation;Add/Change Equipment;Kentucky American Water;05/13/2015;06/03/2015;No
 29602;05/11/2015;;Annual General Permit;Maintenance;Windstream Communications;05/11/2015;06/01/2015;No
 29603;05/11/2015;2368 Nicholasville Rd;Annual General Permit;Maintenance;Windstream Communications;05/11/2015;06/01/2015;No
 29588;05/11/2015;;Annual General Permit;Maintenance;Windstream Communications;05/13/2015;06/03/2015;No
 29604;05/11/2015;1255 Swansea Ct;Annual General Permit;Maintenance;Columbia Gas;05/01/2015;05/11/2015;No
 29589;05/11/2015;623 Cricklewood Dr;Annual General Permit;Repair;Columbia Gas;05/05/2015;05/08/2015;No
 29590;05/11/2015;627 Cricklewood Dr;Annual General Permit;Repair;Columbia Gas;05/05/2015;05/08/2015;No
 29591;05/11/2015;1084 Kavenaugh Ln;Annual General Permit;New Construction;Columbia Gas;05/19/2015;06/09/2015;No
 29605;05/11/2015;1080 Crestfield Ln;Annual General Permit;New Construction;Columbia Gas;05/19/2015;06/09/2015;No
 29592;05/11/2015;1061 Marco Ln;Annual General Permit;New Construction;Columbia Gas;05/19/2015;06/09/2015;No
 29593;05/11/2015;659 Hi Crest Dr;Installation;Repair;Columbia Gas;05/01/2015;05/22/2015;No
 29594;05/11/2015;908 Dayton Ave;Installation;Repair;Columbia Gas;05/01/2015;05/22/2015;No
 29595;05/11/2015;430 Park Ave;Installation;Repair;Columbia Gas;05/04/2015;05/25/2015;Yes
 29596;05/11/2015;3282 Tranquility Pt;Installation;New Construction;Columbia Gas;05/19/2015;06/09/2015;No
 29606;05/11/2015;984 Turkey Foot Rd;Installation;New Construction;Columbia Gas;05/19/2015;06/09/2015;No
 29597;05/11/2015;575 St Anthony Dr;Street Cut;Repair;Columbia Gas;05/02/2015;05/23/2015;Yes
 29607;05/11/2015;207 University Ave;Street Cut;Repair;Columbia Gas;05/05/2015;05/26/2015;Yes
 29587;05/07/2015;344  Lexington Ave;Street Cut;New Construction;Kentucky American Water;05/16/2015;06/06/2015;Yes
 29564;05/07/2015;;Installation;Add/Change Equipment;Kentucky American Water;05/13/2015;06/03/2015;No
 29565;05/07/2015;500 Southwind Ter;Installation;New Construction;Columbia Gas;05/18/2015;06/12/2015;No
 29566;05/07/2015;;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29567;05/07/2015;898, 899 Cypress Point Way;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29568;05/07/2015;;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29569;05/07/2015;865 Chilesburg Ct;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29570;05/07/2015;612 Kingston Rd;Annual General Permit;Repair;Columbia Gas;04/30/2015;05/06/2015;No
 29571;05/07/2015;691 Longwood Rd;Annual General Permit;Repair;Columbia Gas;05/01/2015;05/22/2015;No
 29572;05/07/2015;418 St Anthony Dr;Annual General Permit;Repair;Columbia Gas;05/04/2015;05/06/2015;No
 29573;05/07/2015;702 Cooper Dr;Installation;Repair;Columbia Gas;04/30/2015;05/21/2015;No
 29574;05/07/2015;118 Devonia Ave;Street Cut;Repair;Columbia Gas;04/30/2015;05/21/2015;Yes
 29575;05/07/2015;E Main St;Installation;Repair;Columbia Gas;05/01/2015;05/22/2015;No
 29576;05/07/2015;312 Cooper Dr;Installation;Maintenance;Kentucky American Water;05/04/2015;05/25/2015;No
 29577;05/07/2015;633 St Anthony Dr;Installation;Repair;Columbia Gas;05/04/2015;05/06/2015;No
 29578;05/07/2015;1826 Nicholasville Rd;Installation;Repair;Columbia Gas;05/04/2015;05/06/2015;No
 29579;05/07/2015;;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29580;05/07/2015;;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29581;05/07/2015;4127, 4128 Todds Rd;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29582;05/07/2015;4128, 4275 Todds Rd;Annual General Permit;Add/Change Equipment;Windstream Communications;05/15/2015;06/05/2015;No
 29583;05/07/2015;1784-1824 Bryan Station Rd;Annual General Permit;Add/Change Equipment;Time Warner Cable, Inc.;05/18/2015;06/08/2015;No
 29584;05/07/2015;140 Paris Ave;Annual General Permit;Add/Change Equipment;Time Warner Cable, Inc.;05/18/2015;06/08/2015;No
 29585;05/07/2015;1224-1256 Manchester St;Annual General Permit;Add/Change Equipment;Time Warner Cable, Inc.;05/18/2015;06/08/2015;Yes
 29586;05/07/2015;1109 Commercial Dr;Installation;Maintenance;Kentucky American Water;05/05/2015;05/26/2015;No
 29557;05/05/2015;1202 Oak Hill Dr;Installation;Add/Change Equipment;Columbia Gas;05/10/2015;08/28/2015;Yes
 29558;05/05/2015;1049 Sawgrass Cv;Installation;New Construction;Columbia Gas;05/13/2015;06/03/2015;No
 29559;05/05/2015;1233 Passage Mound Way;Installation;New Construction;Columbia Gas;05/21/2015;06/11/2015;No
 29560;05/05/2015;601-670 N Upper St;Street Cut;Maintenance;Kentucky American Water;05/10/2015;05/31/2015;Yes
 29561;05/05/2015;Man O War Blvd;Installation;Add/Change Equipment;Time Warner Cable, Inc.;05/11/2015;06/01/2015;No
 29562;05/05/2015;202 Burley Ave;Street Cut;Maintenance;Kentucky American Water;05/13/2015;06/03/2015;Yes
 29563;05/05/2015;1748 Hawthorne Ln;Installation;Maintenance;Kentucky American Water;05/02/2015;05/23/2015;No
 29549;05/04/2015;769 Sandpiper Ct;Installation;Repair;Columbia Gas;04/24/2015;05/14/2015;No
 29550;05/04/2015;800 N Limestone;Street Cut;Repair;Columbia Gas;04/28/2015;05/18/2015;Yes
 29551;05/04/2015;Oak Hill Dr;Street Cut;Add/Change Equipment;Columbia Gas;05/10/2015;08/28/2015;Yes
 29552;05/04/2015;213 Jesselin Dr;Installation;Repair;Columbia Gas;04/28/2015;05/18/2015;No
 29553;05/04/2015;523 Caden Ct;Installation;Repair;Columbia Gas;04/28/2015;05/18/2015;No
 29554;05/04/2015;Oak Hill Dr;Street Cut;Add/Change Equipment;Columbia Gas;05/10/2015;08/28/2015;No
 29555;05/04/2015;1872 Rachels Run;Annual General Permit;New Construction;Columbia Gas;05/13/2015;06/03/2015;No
 29556;05/04/2015;2500 Pascoli Pl;Annual General Permit;New Construction;Columbia Gas;05/21/2015;06/11/2015;No
 29535;05/01/2015;400-435 Dudley Rd;Street Cut;Add/Change Equipment;Columbia Gas;05/26/2015;06/09/2015;Yes
 29536;05/01/2015;1305 Stanley Ave;Installation;Maintenance;Kentucky American Water;04/27/2015;05/18/2015;No
 29537;05/01/2015;137 E Third St;Annual General Permit;Maintenance;Windstream Communications;04/30/2015;05/21/2015;No
 29538;05/01/2015;Harry St;Installation;Maintenance;Windstream Communications;06/01/2015;06/22/2015;No
 29539;05/01/2015;345 N Martin Luther King Blvd;Annual General Permit;Maintenance;Windstream Communications;04/20/2015;05/11/2015;No
 29540;05/01/2015;3375 Todds Rd;Annual General Permit;Add/Change Equipment;Windstream Communications;04/28/2015;05/19/2015;No
 29541;05/01/2015;631 Georgetown St;Annual General Permit;Maintenance;Windstream Communications;04/19/2015;05/10/2015;No
 29542;05/01/2015;1008 Kavenaugh Ln;Annual General Permit;Add/Change Equipment;Windstream Communications;04/28/2015;05/19/2015;No
 29543;05/01/2015;471 Douglas Ave;Annual General Permit;Maintenance;Windstream Communications;04/16/2015;05/07/2015;No
 29544;05/01/2015;3551 Todds Rd;Annual General Permit;Add/Change Equipment;Windstream Communications;04/28/2015;05/19/2015;No
 29545;05/01/2015;3502 Doral Pl;Annual General Permit;Add/Change Equipment;Windstream Communications;04/28/2015;05/19/2015;No
 29546;05/01/2015;2201 War Admiral Way;Street Cut;Add/Change Equipment;Time Warner Cable, Inc.;05/08/2015;05/29/2015;Yes
 29547;05/01/2015;3375 Todds Rd;Annual General Permit;Add/Change Equipment;Windstream Communications;04/28/2015;05/19/2015;No
 29548;05/01/2015;611 W Third St;Annual General Permit;Maintenance;Windstream Communications;04/04/2015;04/25/2015;No
 29526;05/01/2015;2401 Alexandria Dr;Annual General Permit;Maintenance;Windstream Communications;04/25/2015;05/16/2015;No
 29527;05/01/2015;Effie Rd;Annual General Permit;Maintenance;Windstream Communications;05/05/2015;05/26/2015;No
 29528;05/01/2015;721 Damel Ct;Installation;Repair;Columbia Gas;04/27/2015;04/30/2015;No
 29529;05/01/2015;760 Faulkner Ave;Installation;Repair;Columbia Gas;04/27/2015;05/18/2015;No
 29530;05/01/2015;1609 Carolyn Dr;Street Cut;Repair;Columbia Gas;04/27/2015;05/18/2015;Yes
 29531;05/01/2015;103-105 Blue Grass Ave;Street Cut;Repair;Columbia Gas;04/24/2015;05/15/2015;Yes
 29532;05/01/2015;1410-1506 Cochran Rd;Installation;Add/Change Equipment;Columbia Gas;05/09/2015;05/30/2015;No
 29533;05/01/2015;Surfside Dr;Street Cut;Repair;LFUCG-San Sewers (Water Quality);05/01/2015;06/12/2015;Yes
 29534;05/01/2015;1398-1410 Cochran Rd;Installation;Add/Change Equipment;Columbia Gas;05/12/2015;06/02/2015;No
 29525;04/29/2015;922 Aurora Ave;Installation;Maintenance;Contractor;04/29/2015;05/04/2015;No
 29514;04/28/2015;1815 Nicholasville Rd;Annual General Permit;Maintenance;Windstream Communications;04/28/2015;05/19/2015;No
 29515;04/28/2015;128 Walton Ave;Annual General Permit;Maintenance;Windstream Communications;04/28/2015;05/19/2015;No
 29516;04/28/2015;3038 Old Todds Rd;Annual General Permit;Maintenance;Windstream Communications;04/27/2015;05/18/2015;No
 29517;04/28/2015;4128 Todds Rd;Installation;Maintenance;Kentucky American Water;05/03/2015;05/24/2015;No
 29518;04/28/2015;4131 Todds Rd;Installation;Add/Change Equipment;Kentucky American Water;05/03/2015;05/24/2015;No
 29506;04/28/2015;1475 Leestown Rd;Street Cut;Repair;Columbia Gas;04/21/2015;05/12/2015;Yes
