CaseNo;Address_1;DateOpened_1;CaseType;OpenClosed;Status;StatusDate_1
16290413W4               ;413 Roosevelt Blvd;02/12/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/26/2015
17210362W                ;362 Sierra Dr;02/12/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/23/2015
07180532W3               ;532 Folkstone Dr;02/12/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/13/2015
27240000SIGNS9           ;0 Clearwater Way;02/12/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/13/2015
18112039                 ;2039 Jeffrey Ct;02/12/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/25/2015
02050499                 ;499 Bob O Link Dr;02/12/2015;Housing   ;Open  ;Complaint Received                                ;02/12/2015
09290000SIGNS26          ;0 E High St;02/12/2015;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;02/13/2015
09150138W2               ;138 Henton Rd;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
08460443W10              ;443 Greenwood Ave;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
16290368W9               ;368 Roosevelt Blvd;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
12781840W7               ;1840 Mccullough Dr;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/27/2015
14080640W2               ;640 Northside Dr;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/27/2015
27821620W3               ;1620 Old Paris Rd;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
02882476W3               ;2476 Butternut Hill Ct;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/26/2015
08593818W4               ;3818 Habersham Dr;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
21130481-483W2           ;481-483 Woodview Dr;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/23/2015
05100759W13              ;759 Dakota St;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/26/2015
12240701W10              ;701 Magoffin St;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
19440615W10              ;615 N Upper St;02/12/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
11960226W4               ;226 Londonderry Dr;02/12/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;02/13/2015
12550103W12              ;103 Marne Ave;02/11/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;02/12/2015
09030108W13              ;108 Hazel Ave;02/11/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;02/25/2015
02882468W4               ;2468 Butternut Hill Ct;02/11/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;03/03/2015
04150224W24              ;224 Clay Ave;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
12080120-126W3           ;120-126 E Lowry Ln;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
02882465W3               ;2465 Butternut Hill Ct;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
02882429W                ;2429 Butternut Hill Ct;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
09120110W9               ;110 Helm St;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
07140727W2               ;727 Florida St;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
12040282W7               ;282 E Loudon Ave;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
17070540W2               ;540 Shelby St;02/11/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
12970000SIGNS8           ;0 Mercer Rd;02/11/2015;Nuisance  ;Closed;Sign Closed-No Notice Required                    ;02/11/2015
02500448                 ;448 N Broadway;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/26/2015
09090168EMER             ;168 Hedgewood Ct;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/11/2015
02882476                 ;2476 Butternut Hill Ct;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
02882472-2               ;2472 Butternut Hill Ct;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
02882480                 ;2480 Butternut Hill Ct;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
02882465-2               ;2465 Butternut Hill Ct;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
11960209CONDEM           ;209 Londonderry Dr;02/11/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/12/2015
09150132W14              ;132 Henton Rd;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/12/2015
07050000SIGNS5           ;0 Finney Dr;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/11/2015
15400252W                ;252 Preston Ave;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/11/2015
02882469W3               ;2469 Butternut Hill Ct;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/12/2015
02882472W4               ;2472 Butternut Hill Ct;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/12/2015
02882408W8               ;2408 Butternut Hill Ct;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/16/2015
09240640W4               ;640 Hidden Point Dr;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/11/2015
19634075W4               ;4075 Victoria Way;02/11/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/13/2015
02882480W                ;2480 Butternut Hill Ct;02/11/2015;Nuisance  ;Closed;Closed Nuisance                                   ;03/02/2015
05100721W9               ;721 Dakota St;02/11/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/25/2015
05100726W                ;726 Dakota St;02/11/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/25/2015
15400273-2               ;273 Preston Ave;02/11/2015;Housing   ;Closed;Invalid Complaint                                 ;02/12/2015
07020203-7               ;203 E Fifth St;02/10/2015;Housing   ;Closed;Invalid Complaint                                 ;02/11/2015
16440918W                ;918 Royal Ave;02/10/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/25/2015
02900912W9               ;912 Byars Ave;02/10/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/25/2015
08634001W                ;4001 Haley Rd;02/10/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/12/2015
02671824W3               ;1824 Bryan Station Rd;02/10/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/12/2015
05050346W                ;346 Curtin Dr;02/10/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/11/2015
16621550                 ;1550 Samara Glen Way;02/10/2015;Housing   ;Closed;Resolved Complaint                                ;02/19/2015
12240701-5               ;701 Magoffin St;02/10/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
19440615-7               ;615 N Upper St;02/10/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
02882464                 ;2464 Butternut Hill Ct;02/10/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/20/2015
11451451W3               ;1451 Leestown Rd;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
04731817W3               ;1817 Courtland Dr;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/25/2015
22650409W                ;409 Whispering Hills Dr;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
22650426W2               ;426 Whispering Hills Dr;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
09310901W23              ;901 Highland Dr;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
09410210W2               ;210 Hillcrest Ave;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/24/2015
09410207W2               ;207 Hillcrest Ave;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
02900910W2               ;910 Byars Ave;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
20680937W3               ;937 Winchester Rd;02/10/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
18112039#2               ;2039 Jeffrey Ct;02/10/2015;Housing   ;Closed;Closed/Cancelled-No Response from Tenant          ;02/13/2015
05802057W2               ;2057 Dorset Dr;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/13/2015
05470114W13              ;114 Delmont Dr;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/10/2015
10453312W3               ;3312 Keithshire Way;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/12/2015
13390617W5               ;617 Monticello Blvd;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/12/2015
00430652-654W4           ;652-654 Anniston Dr;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/10/2015
14600428W9               ;428 Park Ave;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
18580176W15              ;176 Tartan Dr;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
15600223W6               ;223 Race St;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;02/06/2015
16900701W21              ;701 E Seventh St;02/09/2015;Nuisance  ;Open  ;Nuisance - Open                                   ;03/03/2015
03700118W11              ;118 Chantilly St;02/09/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;02/11/2015
20141501W8               ;1501 Wellesley Heights Way;02/09/2015;Nuisance  ;Open  ;Nuisance w/Civil Penalty                          ;02/12/2015
13390617                 ;617 Monticello Blvd;02/09/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/12/2015
03290814-2               ;814 Carneal Rd;02/09/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/18/2015
20671053#138-2           ;1053 Winburn Dr #138 Aka 1037-1085 Winburn Dr #138;02/09/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/23/2015
20151501                 ;1501 Wellesley Dr;02/09/2015;Housing   ;Open  ;Notice/Order Issued                               ;02/13/2015
12861642W                ;1642 Meadowthorpe Ave;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
15022440W4               ;2440 Pierson Dr;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
12670460W7               ;460 E Maxwell St;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
20300219W14              ;219 Westwood Ct;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
20300221W6               ;221 Westwood Ct;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
19440733W4               ;733 N Upper St;02/09/2015;Nuisance  ;Closed;Invalid Nuisance                                  ;02/10/2015
15620317W3               ;317 Radcliffe Rd;02/09/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/23/2015
02530355W2               ;355 S Broadway Park;02/09/2015;Nuisance  ;Closed;Closed Nuisance                                   ;03/02/2015
0556957 1/2W             ;957 1/2 Detroit Ave;02/09/2015;Nuisance  ;Closed;Closed Nuisance                                   ;02/25/2015
12640568-8               ;568 Maryland Ave;02/09/2015;Housing   ;Closed;Invalid Complaint                                 ;02/10/2015
00231548#8A-2            ;1548 Alexandria Dr #8a;02/09/2015;Housing   ;Closed;Invalid Complaint                                 ;02/09/2015
